Name,Status,Attribute,type
Dragon Blanc aux Yeux Bleus,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Dragon/Normal]
Juge,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Normal]
La Jinn le Génie Mystique de la Lampe,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Normal]
Saggi le Clown des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Normal]
Tête de Canon X,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Machine/Normal]
Seigneur des D,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Effet]
Dragon Empereur du Chaos - Émissaire de l'Achèvement,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Bœuf de Combat Enragé,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête-Guerrier/Effet]
Peten le Clown des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Pierre Blanche Légendaire,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Dragon/Syntoniseur／Effet]
Dragon Blanc aux Yeux Bleus Corrompu,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Paladin du Dragon Blanc,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Dragon/Rituel／Effet]
Dragon Ultime aux Yeux Bleus,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Dragon/Fusion]
Polymérisation,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Pot de Cupidité,Forbidden(OCG)/Forbidden(TCG),MAGIE,
La Flûte d'Invocation du Dragon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Rituel du Dragon Blanc,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Ristourne,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Anneau de Défense,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Sanctuaire du Démon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Anneau de Destruction,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Retour de La Dimension Différente,Forbidden(OCG)/Forbidden(TCG),PIÈGE,
Virus Broyeur de Carte,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Duplication des Clones,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
"Malice, Dame de la Lamentation",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Singe Acrobate,Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Normal]
Invocateur de l'Arsenal,Unlimited(OCG)/Unlimited(TCG),VENT,[Magicien/Flip／Effet]
Gardien Tryce,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Effet]
Reflect Bounder,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LIGHT,[Machine/Effect]
Petit Guerrier Ailé,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Guerrier/Effet]
"Shinato, Roi d'un Plan Supérieur",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Elfe/Rituel／Effet]
Gobelin à la Loyauté Parfaite,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Désespoir des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Effet]
Maju Garzett,Unlimited(OCG)/Unlimited(TCG),DARK,[Fiend/Effect]
Crainte des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
Chick le Jaune - Scorpion Noir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Effet]
Dame Guerrière D.D.,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),LUMIÈRE,[Guerrier/Effet]
Mille Aiguilles,Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête/Effet]
Accord avec le Maître des Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Contrat avec Éxodia,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Ceal - Arc d'Étoile Filante,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Grarl - Hache Gravitationnelle,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Baou - Flamberge Destructrice des Nuisibles,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Kay'est - Bâton de Silence,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Tryce - Épées Jumelles aux Éclats Lumineux,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Précieuses Cartes de l'Au-Delà,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Baguette de l'Oeil de l'Esprit,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Faérie du Printemps,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Zone de Neutralisation des Sorts,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Repos Définitivement Éternel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Ristourne,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Gagagigo,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Reptile/Normal]
Ours de Garde du Pandémonium,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête/Effet]
Gorg le Fort - Scorpion Noir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Effet]
Meanae l'Épineux - Scorpion Noir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Effet]
Forgeron Kotetsu,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FEU,[Bête-Guerrier/Flip／Effet]
Gobelin Cupide,Unlimited(OCG)/Unlimited(TCG),TERRE,[Démon/Effet]
"Mefist, le Général Abominable",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Pion Ignoble - Archdémon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Démon/Effet]
Chevalier de l'Ombre - Archdémon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Démon/Effet]
Crâne Archdémon d'Éclairs,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Tsukuyomi,Unlimited(OCG)/Unlimited(TCG),DARK,[Spellcaster/Spirit／Effect]
Mudora,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Fairy/Effect]
Keldo,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Fairy/Effect]
Kelbek,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Fairy/Effect]
Zolga,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Fairy/Effect]
Agido,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Fairy/Effect]
Seigneur de la Flamme Légendaire,Unlimited(OCG)/Unlimited(TCG),FEU,[Magicien/Rituel／Effet]
Duplication de Sort,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Entraîné dans la Tombe,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Contrat avec les Abysses,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Contrat avec le Maître des Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Effondrement,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Échec et Mat,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Cestus de Dagla,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Compte à Rebours Final,Unlimited(OCG)/Limited(TCG),MAGIE,
Serment de l'Archdémon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Assemblée des Scorpion Noir,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Autel Sacrificiel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Angoisse de Combat,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Coalition des Scorpion Noir,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Rugissement de l'Archdémon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Relance de Dé,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dissipation de Magie,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Lueur d'Espoir,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Contrecoup Sacrificiel,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Jugement d'Anubis,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Annihilateur Archdémon,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
Donyoribo @Ignister,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Cyberse/Effet]
Guerriers Anciens - Magistral Sun Mou,Unlimited(OCG)/Unlimited(TCG),EAU,[Bête-Guerrier/Effet]
Guerriers Anciens - Gracieux Zhou Gong,Unlimited(OCG)/Unlimited(TCG),EAU,[Bête-Guerrier/Effet]
Guerriers Anciens - Excentrique Lu Jing,Unlimited(OCG)/Unlimited(TCG),EAU,[Bête-Guerrier/Effet]
Roquette Tuspa Chronomal,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Effet]
Arcjet Lightcraft,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Machine/Effet]
Chronogistreur des Voleurs de Temps,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Âme Désenchaînée Abominable,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Utgarda, Boss Genèraideur de la Délusion",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Rocher/Effet]
Fée Fantôruse,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Calcifida Croûté Cataclysmique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Elfe/Effet]
Couinechevalier,Unlimited(OCG)/Unlimited(TCG),FEU,[Guerrier/Union／Effet]
Service Cupide,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Léviathan d'Eau @Ignister,Unlimited(OCG)/Unlimited(TCG),EAU,[Cyberse/Rituel／Effet]
Ophiel Mégalithe,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Rituel／Effet]
Hagith Mégalithe,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Rituel／Effet]
Och Mégalithe,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Rituel／Effet]
Phaleg Mégalithe,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Rituel／Effet]
Bethor Mégalithe,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Rituel／Effet]
Aratron Mégalithe,Unlimited(OCG)/Unlimited(TCG),TERRE,[Rocher/Rituel／Effet]
Golem de Terre @Ignister,Unlimited(OCG)/Unlimited(TCG),TERRE,[Cyberse/Fusion／Effet]
Dragon de Lumière @Ignister,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Cyberse/Xyz／Effet]
Mouton de Croix,Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête/Lien／Effet]
Aussa la Charmeuse de Terre Inébranlable,Unlimited(OCG)/Unlimited(TCG),TERRE,[Magicien/Lien／Effet]
Contrôleur de la Pesanteur,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Psychique/Lien／Effet]
Saga des Guerriers Anciens - Les Trois Visites,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Portail Mégalithe,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Recharge Héraldique,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Lancement des Voleurs de Temps,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Rencontre d'un Fantôme et d'une Fille - Manuscrit Mayakashi,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Appareil d'Apprentis Jetables,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Orage Foudroyant,Unlimited(OCG)/Semi-Limited(TCG),MAGIE,
Épée à Double Tranchant,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Saga des Guerriers Anciens - La Défense de Changban,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Promotion Mégalithe,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Émergence Mégalithe,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Rétrograde des Voleurs de Temps,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Appel à l'Arsenal,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Destruction Mutuelle Afourée,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Jugement dans la Tête,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Garde Fantôme,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
"Feedran, les Vents de la Malice",Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Effet]
Exécution du Contrat,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Barbe Blanche, Casque de la Patroll du Pillage",Unlimited(OCG)/Unlimited(TCG),EAU,[Démon/Syntoniseur／Effet]
"Barbe Rouge, Pote de la Patroll du Pillage",Unlimited(OCG)/Unlimited(TCG),EAU,[Démon/Effet]
"Brann, Navire de la Patroll du Pillage",Unlimited(OCG)/Unlimited(TCG),FEU,[Démon/Synchro／Effet]
"Barbe Noire, Capitaine de la Patroll du Pillage",Unlimited(OCG)/Unlimited(TCG),EAU,[Démon/Lien／Effet]
Chantier Naval de la Patroll du Pillage,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Butin de la Patroll du Pillage,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Brigadier Cancrelat Sombre Lumineux,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Normal]
Perpétua des Voleurs de Temps,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Psychique/Xyz／Effet]
Avion de Chasse Bellcat,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Lien／Effet]
Costumes Assortis,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dai Grepher le Guerrier,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Normal]
Chambellan des Six Samouraïs,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Normal]
"Éther, le Dragon Éveilleur",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Dragon/Effet]
"Ventdra, le Guerrier Éveillé",Unlimited(OCG)/Unlimited(TCG),VENT,[Guerrier/Effet]
"Arnis, le Guerrier Éveillé",Unlimited(OCG)/Unlimited(TCG),FEU,[Guerrier/Effet]
"Terratiger, le Guerrier Éveillé",Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
"Hydrotortoise, le Guerrier Éveillé",Unlimited(OCG)/Unlimited(TCG),EAU,[Guerrier/Flip／Effet]
Invocateur Dragon Bleu,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Magicien/Effet]
Invocatrice Moineau Rouge,Unlimited(OCG)/Unlimited(TCG),FEU,[Magicien/Effet]
Invocateur Tortue Verte,Unlimited(OCG)/Unlimited(TCG),EAU,[Magicien/Flip／Effet]
Mur de Magie Enchanteur,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Unité de Ravitaillement,Unlimited(OCG)/Unlimited(TCG)/Limited 2(TCGSpeed Duel),MAGIE,
Typhon d'Espace Mystique,Unlimited(OCG)/Unlimited(TCG)/Limited 1(TCGSpeed Duel),MAGIE,
Hache du Désespoir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Hache de Fer Porte-Bonheur,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Réincarnation de Monstre,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Usine de Production de Masse des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Poison du Vieillard,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Trappe,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Tornade de Poussière,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Sortilège de l'ombre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Résurrection de l'Ame,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Jarre de Cupidité,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Brouilleur Magique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Sept Outils du Bandit,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Cynet Codec,Unlimited(OCG)/Unlimited(TCG),SPELL,
Duza le Vaisseau Cubique Météore,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Machine/Effet]
Magicien Sombre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Magicien/Normal]
Dragon Blanc aux Yeux Bleus,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Dragon/Normal]
"Obelisk, le Tourmenteur",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DIVIN,[Bête Divine/Effet]
"Slifer, le Dragon Céleste",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DIVIN,[Bête Divine/Effet]
Orgoth l'Implacable,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Invocation du Dé,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Éléphant Volant,Unlimited(OCG)/Unlimited(TCG),VENT,[Bête/Effet]
Carrosse-Citrouille,Unlimited(OCG)/Unlimited(TCG),TERRE,[Plante/Effet]
Bûcheron de Fer,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Chevalier de Fer,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
"Glife, l'Oiseau Fantôme",Unlimited(OCG)/Unlimited(TCG),VENT,[Bête Ailée/Effet]
Château Doré de Stromberg,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Cage de Fer,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Fossile Vivant,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Né de Draconis,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Michion le Seigneur du Temps,Unlimited(OCG)/Unlimited(TCG),FEU,[Elfe/Effet]
Hailon le Seigneur du Temps,Unlimited(OCG)/Unlimited(TCG),TERRE,[Elfe/Effet]
Raphion le Seigneur du Temps,Unlimited(OCG)/Unlimited(TCG),VENT,[Elfe/Effet]
Gabrion le Seigneur du Temps,Unlimited(OCG)/Unlimited(TCG),EAU,[Elfe/Effet]
Sandaion le Seigneur du Temps,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Metaion le Seigneur du Temps,Unlimited(OCG)/Unlimited(TCG),FEU,[Elfe/Effet]
Machine Vide,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Lumière Infinie,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Numéro 27 : Cuirassé Cuiranoid,Unlimited(OCG)/Unlimited(TCG),EAU,[Machine/Xyz／Effet]
Numéro 67 : Fracasseur Pairodés,Forbidden(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Xyz／Effet]
Numéro 75 : Ombre de l'Embobineur de Rumeurs,Unlimited(OCG)/Unlimited(TCG),VENT,[Magicien/Xyz／Effet]
Numéro 90 : Seigneur Photon aux Yeux Galactiques,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Xyz／Effet]
Pioche de Fer,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Numéros de la Gloire,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Hayaté, l'Étoile de la Terre",Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
"Tenma, l'Étoile du Ciel",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
"Kaiki, l'Étoile de l'Unité",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
"Idaten, l'Étoile du Conquérant",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Fusion／Effet]
"Shura, l'Étoile de Combat",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Fusion／Effet]
Dragon d'Hibernation,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Dragon Chargement Flash,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Lien／Effet]
Hommage Torrentiel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dauphin Aquatique Néo-Spacien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Guerrier/Effet]
Colibri Aérien Néo-Spacien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Bête Ailée/Effet]
Taupe Géante Néo-Spacien,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),TERRE,[Rocher/Effet]
Panthère Noire Néo-Spacien,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Bête/Effet]
Soldat de Carte,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Machine/Effet]
Dragon Arc-en-Ciel des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Dragon/Effet]
Contact Conversion,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
"Sephylon, le Seigneur Ultime du Temps",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
Magicienne des Merveilles T.G.,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Synchro／Syntoniseur／Effet]
Norito l'Autorité Morale,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Xyz／Effet]
Clown Farceur Mageartiste,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Effet]
Les Chevaliers Fantômes de l'Ancienne Cape,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
Les Chevaliers Fantômes des Bottes Silencieuses,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
Fusion Brillante,Limited(OCG)/Limited(TCG),MAGIE,
Épée du Brouillard des Chevaliers Fantômes,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Pilote Structure-PSY,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Psychique/Normal]
Pyrorex le Seigneur Élémentaire,Unlimited(OCG)/Unlimited(TCG),FEU,[Dinosaure/Effet]
Windrose le Seigneur Élémentaire,Unlimited(OCG)/Unlimited(TCG),VENT,[Bête Ailée/Effet]
Medraut le Chevalier Noble,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Frères Chevalier Noble,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
"Gameciel, Tortue Marine Kaiju",Unlimited(OCG)/Unlimited(TCG),EAU,[Aqua/Effet]
Mangeur des Millions,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Mithrilium Métalphose,Unlimited(OCG)/Unlimited(TCG),FEU,[Psychique/Fusion／Effet]
Quandax Crystron,Unlimited(OCG)/Unlimited(TCG),EAU,[Machine/Synchro／Syntoniseur／Effet]
Numéro 41 : Bagooska le Tapir Terriblement Fatigué,Unlimited(OCG)/Unlimited(TCG),TERRE,[Démon/Xyz／Effet]
Imduk le Dragon du Calice du Monde,Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Lien／Effet]
"Sabre Gaïa, l'Ombre de l'Éclair",Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Lien]
Préparation des Rites,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Au Bord de Kyoutou,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Pré-Préparation des Rites,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Les Dossiers Kaiju,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Bannissement Ange Déchu,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Contact Ange Déchu,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Objets de Sacrifice Inutile,Semi-Limited(OCG)/Unlimited(TCG),MAGIE,
Découverte de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Cœur de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Trappe sans Fond,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Cauchemar Sans Fin,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Réincarnœillet Farstar,Limited(OCG)/Unlimited(TCG),PIÈGE,
Gardien Pare-Feu,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Cyberse/Effet]
Dragon du Dépassement,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Dinolutteur Coelasilat,Unlimited(OCG)/Unlimited(TCG),TERRE,[Dinosaure/Syntoniseur／Effet]
Dinolutteur Martial Anga,Unlimited(OCG)/Unlimited(TCG),TERRE,[Dinosaure/Effet]
Piochemain - HÉROS de la Destinée,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Guerrier/Effet]
Force White Super Quantum,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Effet]
"Idlee l'Incarnation, Chevalier du Cauchemar",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Elfe/Effet]
Mardark de la Dragarde de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Effet]
Traître du Chaos,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Nuage Bruyant le Serpent Tempête,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Reptile/Effet]
